varnumber,varname,codevalue,valuelabel,frequency,percent
35000,CIPCODE,50.0599,"Dramatic/Theatre Arts and Stagecraft, Other",84,0.03
35000,CIPCODE,50.0601,Film/Cinema/Media Studies,413,0.14
35000,CIPCODE,50.0602,Cinematography and Film/Video Production,489,0.16
35000,CIPCODE,50.0605,Photography,343,0.11
35000,CIPCODE,50.0607,Documentary Production,31,0.01
35000,CIPCODE,50.0699,"Film/Video and Photographic Arts, Other",67,0.02
35000,CIPCODE,50.0701,"Art/Art Studies, General",1168,0.39
35000,CIPCODE,50.0702,"Fine/Studio Arts, General",1054,0.35
35000,CIPCODE,50.0703,"Art History, Criticism and Conservation",772,0.25
35000,CIPCODE,50.0705,Drawing,62,0.02
35000,CIPCODE,50.0706,Intermedia/Multimedia,70,0.02
35000,CIPCODE,50.0708,Painting,96,0.03
35000,CIPCODE,50.0709,Sculpture,96,0.03
35000,CIPCODE,50.071,Printmaking,65,0.02
35000,CIPCODE,50.0711,Ceramic Arts and Ceramics,95,0.03
35000,CIPCODE,50.0712,"Fiber, Textile and Weaving Arts",30,0.01
35000,CIPCODE,50.0713,Jewelry Arts,53,0.02
35000,CIPCODE,50.0714,Metal Arts,7,0.0
35000,CIPCODE,50.0799,"Fine Arts and Art Studies, Other",150,0.05
35000,CIPCODE,50.0901,"Music, General",1734,0.57
35000,CIPCODE,50.0902,"Music History, Literature, and Theory",101,0.03
35000,CIPCODE,50.0903,"Music Performance, General",851,0.28
35000,CIPCODE,50.0904,Music Theory and Composition,360,0.12
35000,CIPCODE,50.0905,Musicology and Ethnomusicology,79,0.03
35000,CIPCODE,50.0906,Conducting,98,0.03
35000,CIPCODE,50.0907,Keyboard Instruments,178,0.06
35000,CIPCODE,50.0908,Voice and Opera,196,0.06
35000,CIPCODE,50.091,Jazz/Jazz Studies,129,0.04
35000,CIPCODE,50.0911,Stringed Instruments,95,0.03
35000,CIPCODE,50.0912,Music Pedagogy,107,0.04
35000,CIPCODE,50.0913,Music Technology,198,0.07
35000,CIPCODE,50.0914,Brass Instruments,56,0.02
35000,CIPCODE,50.0915,Woodwind Instruments,58,0.02
35000,CIPCODE,50.0916,Percussion Instruments,51,0.02
35000,CIPCODE,50.0917,Sound Arts,7,0.0
35000,CIPCODE,50.0999,"Music, Other",193,0.06
35000,CIPCODE,50.1001,"Arts, Entertainment, and Media Management, General",118,0.04
35000,CIPCODE,50.1002,Fine and Studio Arts Management,128,0.04
35000,CIPCODE,50.1003,Music Management,194,0.06
35000,CIPCODE,50.1004,Theatre/Theatre Arts Management,55,0.02
35000,CIPCODE,50.1099,"Arts, Entertainment, and Media Management, Other",28,0.01
35000,CIPCODE,50.1101,Community/Environmental/Socially-Engaged Art,7,0.0
35000,CIPCODE,50.9999,"Visual and Performing Arts, Other",124,0.04
35000,CIPCODE,51.0,"Health Services/Allied Health/Health Sciences, General",889,0.29
35000,CIPCODE,51.0001,"Health and Wellness, General",307,0.1
35000,CIPCODE,51.0101,Chiropractic,18,0.01
35000,CIPCODE,51.0201,"Communication Sciences and Disorders, General",294,0.1
35000,CIPCODE,51.0202,Audiology/Audiologist,99,0.03
35000,CIPCODE,51.0203,Speech-Language Pathology/Pathologist,256,0.08
35000,CIPCODE,51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist,314,0.1
35000,CIPCODE,51.0299,"Communication Disorders Sciences and Services, Other",29,0.01
35000,CIPCODE,51.0401,Dentistry,72,0.02
35000,CIPCODE,51.0501,"Dental Clinical Sciences, General",46,0.02
35000,CIPCODE,51.0502,Advanced General Dentistry,26,0.01
35000,CIPCODE,51.0503,Oral Biology and Oral and Maxillofacial Pathology,41,0.01
35000,CIPCODE,51.0504,Dental Public Health and Education,26,0.01
35000,CIPCODE,51.0505,Dental Materials,2,0.0
35000,CIPCODE,51.0506,Endodontics/Endodontology,43,0.01
35000,CIPCODE,51.0507,Oral/Maxillofacial Surgery,22,0.01
35000,CIPCODE,51.0508,Orthodontics/Orthodontology,61,0.02
35000,CIPCODE,51.0509,Pediatric Dentistry/Pedodontics,35,0.01
35000,CIPCODE,51.051,Periodontics/Periodontology,43,0.01
35000,CIPCODE,51.0511,Prosthodontics/Prosthodontology,34,0.01
35000,CIPCODE,51.0514,Implantology/Implant Dentistry,2,0.0
35000,CIPCODE,51.0599,"Advanced/Graduate Dentistry and Oral Sciences, Other",24,0.01
35000,CIPCODE,51.0601,Dental Assisting/Assistant,782,0.26
35000,CIPCODE,51.0602,Dental Hygiene/Hygienist,435,0.14
35000,CIPCODE,51.0603,Dental Laboratory Technology/Technician,48,0.02
35000,CIPCODE,51.0699,"Dental Services and Allied Professions, Other",14,0.0
35000,CIPCODE,51.0701,Health/Health Care Administration/Management,1326,0.44
35000,CIPCODE,51.0702,Hospital and Health Care Facilities Administration/Management,135,0.04
35000,CIPCODE,51.0703,Health Unit Coordinator/Ward Clerk,25,0.01
35000,CIPCODE,51.0704,Health Unit Manager/Ward Supervisor,6,0.0
35000,CIPCODE,51.0705,Medical Office Management/Administration,276,0.09
35000,CIPCODE,51.0706,Health Information/Medical Records Administration/Administrator,259,0.09
35000,CIPCODE,51.0707,Health Information/Medical Records Technology/Technician,653,0.22
35000,CIPCODE,51.0708,Medical Transcription/Transcriptionist,76,0.03
35000,CIPCODE,51.0709,Medical Office Computer Specialist/Assistant,19,0.01
35000,CIPCODE,51.071,Medical Office Assistant/Specialist,325,0.11
35000,CIPCODE,51.0711,Medical/Health Management and Clinical Assistant/Specialist,40,0.01
35000,CIPCODE,51.0712,Medical Reception/Receptionist,56,0.02
35000,CIPCODE,51.0713,Medical Insurance Coding Specialist/Coder,550,0.18
35000,CIPCODE,51.0714,Medical Insurance Specialist/Medical Biller,254,0.08
35000,CIPCODE,51.0715,Health/Medical Claims Examiner,1,0.0
35000,CIPCODE,51.0716,Medical Administrative/Executive Assistant and Medical Secretary,514,0.17
35000,CIPCODE,51.0717,Medical Staff Services Technology/Technician,9,0.0
35000,CIPCODE,51.0718,Long Term Care Administration/Management,51,0.02
35000,CIPCODE,51.0719,Clinical Research Coordinator,39,0.01
35000,CIPCODE,51.072,Regulatory Science/Affairs,8,0.0
35000,CIPCODE,51.0721,Disease Registry Data Management,3,0.0
35000,CIPCODE,51.0722,Healthcare Innovation,19,0.01
35000,CIPCODE,51.0723,Healthcare Information Privacy Assurance and Security,3,0.0
35000,CIPCODE,51.0799,"Health and Medical Administrative Services, Other",158,0.05
35000,CIPCODE,51.0801,Medical/Clinical Assistant,1644,0.54
35000,CIPCODE,51.0802,Clinical/Medical Laboratory Assistant,56,0.02
35000,CIPCODE,51.0803,Occupational Therapist Assistant,253,0.08
35000,CIPCODE,51.0805,Pharmacy Technician/Assistant,595,0.2
35000,CIPCODE,51.0806,Physical Therapy Assistant,412,0.14
35000,CIPCODE,51.0809,Anesthesiologist Assistant,27,0.01
35000,CIPCODE,51.081,Emergency Care Attendant (EMT Ambulance),129,0.04
35000,CIPCODE,51.0811,Pathology/Pathologist Assistant,12,0.0
35000,CIPCODE,51.0812,Respiratory Therapy Technician/Assistant,33,0.01
35000,CIPCODE,51.0814,Radiologist Assistant,13,0.0
35000,CIPCODE,51.0815,Lactation Consultant,10,0.0
35000,CIPCODE,51.0816,Speech-Language Pathology Assistant,29,0.01
35000,CIPCODE,51.0899,"Allied Health and Medical Assisting Services, Other",118,0.04
35000,CIPCODE,51.0901,Cardiovascular Technology/Technologist,128,0.04
35000,CIPCODE,51.0902,Electrocardiograph Technology/Technician,67,0.02
35000,CIPCODE,51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist,53,0.02
35000,CIPCODE,51.0904,Emergency Medical Technology/Technician (EMT Paramedic),1500,0.49
35000,CIPCODE,51.0905,Nuclear Medical Technology/Technologist,118,0.04
35000,CIPCODE,51.0906,Perfusion Technology/Perfusionist,17,0.01
35000,CIPCODE,51.0907,Medical Radiologic Technology/Science - Radiation Therapist,350,0.12
35000,CIPCODE,51.0908,Respiratory Care Therapy/Therapist,488,0.16
35000,CIPCODE,51.0909,Surgical Technology/Technologist,663,0.22
35000,CIPCODE,51.091,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,443,0.15
35000,CIPCODE,51.0911,Radiologic Technology/Science - Radiographer,706,0.23
35000,CIPCODE,51.0912,Physician Assistant,312,0.1
35000,CIPCODE,51.0913,Athletic Training/Trainer,557,0.18
35000,CIPCODE,51.0914,Gene/Genetic Therapy,5,0.0
35000,CIPCODE,51.0915,Cardiopulmonary Technology/Technologist,8,0.0
35000,CIPCODE,51.0916,Radiation Protection/Health Physics Technician,12,0.0
35000,CIPCODE,51.0917,Polysomnography,36,0.01
35000,CIPCODE,51.0918,Hearing Instrument Specialist,5,0.0
35000,CIPCODE,51.0919,Mammography Technology/Technician,30,0.01
35000,CIPCODE,51.092,Magnetic Resonance Imaging (MRI) Technology/Technician,96,0.03
35000,CIPCODE,51.0923,Orthopedic Technology/Technician,6,0.0
35000,CIPCODE,51.0999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other",138,0.05
35000,CIPCODE,51.1001,Blood Bank Technology Specialist,17,0.01
35000,CIPCODE,51.1002,Cytotechnology/Cytotechnologist,28,0.01
35000,CIPCODE,51.1003,Hematology Technology/Technician,2,0.0
35000,CIPCODE,51.1004,Clinical/Medical Laboratory Technician,363,0.12
35000,CIPCODE,51.1005,Clinical Laboratory Science/Medical Technology/Technologist,406,0.13
35000,CIPCODE,51.1006,Ophthalmic Laboratory Technology/Technician,3,0.0
35000,CIPCODE,51.1007,Histologic Technology/Histotechnologist,21,0.01
35000,CIPCODE,51.1008,Histologic Technician,33,0.01
35000,CIPCODE,51.1009,Phlebotomy Technician/Phlebotomist,413,0.14
35000,CIPCODE,51.101,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist,4,0.0
35000,CIPCODE,51.1011,Renal/Dialysis Technologist/Technician,25,0.01
35000,CIPCODE,51.1012,Sterile Processing Technology/Technician,115,0.04
35000,CIPCODE,51.1099,"Clinical/Medical Laboratory Science and Allied Professions, Other",68,0.02
35000,CIPCODE,51.1101,Pre-Dentistry Studies,41,0.01
35000,CIPCODE,51.1102,Pre-Medicine/Pre-Medical Studies,191,0.06
35000,CIPCODE,51.1103,Pre-Pharmacy Studies,76,0.03
35000,CIPCODE,51.1105,Pre-Nursing Studies,141,0.05
35000,CIPCODE,51.1106,Pre-Chiropractic Studies,5,0.0
35000,CIPCODE,51.1107,Pre-Occupational Therapy Studies,33,0.01
35000,CIPCODE,51.1108,Pre-Optometry Studies,8,0.0
35000,CIPCODE,51.1109,Pre-Physical Therapy Studies,54,0.02
35000,CIPCODE,51.111,Pre-Art Therapy,5,0.0
35000,CIPCODE,51.1111,Pre-Physician Assistant,15,0.0
35000,CIPCODE,51.1199,"Health/Medical Preparatory Programs, Other",212,0.07
35000,CIPCODE,51.1201,Medicine,156,0.05
35000,CIPCODE,51.1202,Osteopathic Medicine/Osteopathy,37,0.01
35000,CIPCODE,51.1203,Podiatric Medicine/Podiatry,9,0.0
35000,CIPCODE,51.1299,"Medicine, Other",1,0.0
35000,CIPCODE,51.1401,Medical Science/Scientist,123,0.04
35000,CIPCODE,51.1402,Clinical and Translational Science,26,0.01
35000,CIPCODE,51.1404,Temporomandibular Disorders and Orofacial Pain,3,0.0
35000,CIPCODE,51.1499,"Medical Clinical Sciences/Graduate Medical Studies, Other",4,0.0
35000,CIPCODE,51.1501,Substance Abuse/Addiction Counseling,688,0.23
35000,CIPCODE,51.1502,Psychiatric/Mental Health Services Technician,132,0.04
35000,CIPCODE,51.1503,Clinical/Medical Social Work,70,0.02
35000,CIPCODE,51.1504,Community Health Services/Liaison/Counseling,190,0.06
35000,CIPCODE,51.1505,Marriage and Family Therapy/Counseling,216,0.07
35000,CIPCODE,51.1506,Clinical Pastoral Counseling/Patient Counseling,32,0.01
35000,CIPCODE,51.1507,Psychoanalysis and Psychotherapy,4,0.0
35000,CIPCODE,51.1508,Mental Health Counseling/Counselor,412,0.14
35000,CIPCODE,51.1509,Genetic Counseling/Counselor,41,0.01
35000,CIPCODE,51.1511,Medical Family Therapy/Therapist,3,0.0
35000,CIPCODE,51.1512,Hospice and Palliative Care,2,0.0
35000,CIPCODE,51.1513,Trauma Counseling,16,0.01
35000,CIPCODE,51.1599,"Mental and Social Health Services and Allied Professions, Other",257,0.08
35000,CIPCODE,51.1701,Optometry,25,0.01
35000,CIPCODE,51.1801,Opticianry/Ophthalmic Dispensing Optician,41,0.01
35000,CIPCODE,51.1802,Optometric Technician/Assistant,25,0.01
35000,CIPCODE,51.1803,Ophthalmic Technician/Technologist,40,0.01
35000,CIPCODE,51.1804,Orthoptics/Orthoptist,3,0.0
35000,CIPCODE,51.1899,"Ophthalmic and Optometric Support Services and Allied Professions, Other",9,0.0
35000,CIPCODE,51.2001,Pharmacy,175,0.06
35000,CIPCODE,51.2002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs,27,0.01
35000,CIPCODE,51.2003,Pharmaceutics and Drug Design,78,0.03
35000,CIPCODE,51.2004,Medicinal and Pharmaceutical Chemistry,61,0.02
35000,CIPCODE,51.2005,Natural Products Chemistry and Pharmacognosy,8,0.0
35000,CIPCODE,51.2006,Clinical and Industrial Drug Development,19,0.01
35000,CIPCODE,51.2007,Pharmacoeconomics/Pharmaceutical Economics,29,0.01
35000,CIPCODE,51.2008,"Clinical, Hospital, and Managed Care Pharmacy",8,0.0
35000,CIPCODE,51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences,13,0.0
35000,CIPCODE,51.201,Pharmaceutical Sciences,132,0.04
35000,CIPCODE,51.2011,Pharmaceutical Marketing and Management,10,0.0
35000,CIPCODE,51.2099,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",50,0.02
35000,CIPCODE,51.2201,"Public Health, General",921,0.3
35000,CIPCODE,51.2202,Environmental Health,176,0.06
35000,CIPCODE,51.2205,Health/Medical  Physics,72,0.02
35000,CIPCODE,51.2206,Occupational Health and Industrial Hygiene,51,0.02
35000,CIPCODE,51.2207,Public Health Education and Promotion,269,0.09
35000,CIPCODE,51.2208,Community Health and Preventive Medicine,200,0.07
35000,CIPCODE,51.2209,Maternal and Child Health,32,0.01
35000,CIPCODE,51.221,International Public Health/International Health,133,0.04
35000,CIPCODE,51.2211,Health Services Administration,234,0.08
35000,CIPCODE,51.2212,Behavioral Aspects of Health,75,0.02
35000,CIPCODE,51.2213,Patient Safety and Healthcare Quality,10,0.0
35000,CIPCODE,51.2299,"Public Health, Other",129,0.04
35000,CIPCODE,51.23,"Rehabilitation and Therapeutic Professions, General",7,0.0
35000,CIPCODE,51.2301,Art Therapy/Therapist,111,0.04
35000,CIPCODE,51.2302,Dance Therapy/Therapist,5,0.0
35000,CIPCODE,51.2305,Music Therapy/Therapist,121,0.04
35000,CIPCODE,51.2306,Occupational Therapy/Therapist,380,0.13
35000,CIPCODE,51.2307,Orthotist/Prosthetist,30,0.01
35000,CIPCODE,51.2308,Physical Therapy/Therapist,357,0.12
35000,CIPCODE,51.2309,Therapeutic Recreation/Recreational Therapy,87,0.03
35000,CIPCODE,51.231,Vocational Rehabilitation Counseling/Counselor,107,0.04
35000,CIPCODE,51.2311,Kinesiotherapy/Kinesiotherapist,8,0.0
35000,CIPCODE,51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering,13,0.0
35000,CIPCODE,51.2313,Animal-Assisted Therapy,24,0.01
35000,CIPCODE,51.2314,Rehabilitation Science,81,0.03
35000,CIPCODE,51.2315,Drama Therapy/Therapist,1,0.0
35000,CIPCODE,51.2316,Horticulture Therapy/Therapist,1,0.0
35000,CIPCODE,51.2317,Play Therapy/Therapist,8,0.0
35000,CIPCODE,51.2399,"Rehabilitation and Therapeutic Professions, Other",105,0.03
35000,CIPCODE,51.2601,Health Aide,38,0.01
35000,CIPCODE,51.2602,Home Health Aide/Home Attendant,73,0.02
35000,CIPCODE,51.2603,Medication Aide,34,0.01
35000,CIPCODE,51.2604,Rehabilitation Aide,14,0.0
35000,CIPCODE,51.2605,Physical Therapy Technician/Aide,2,0.0
35000,CIPCODE,51.2699,"Health Aides/Attendants/Orderlies, Other",7,0.0
35000,CIPCODE,51.2703,Medical Illustration/Medical Illustrator,14,0.0
35000,CIPCODE,51.2706,Medical Informatics,271,0.09
35000,CIPCODE,51.2799,"Medical Illustration and Informatics, Other",5,0.0
35000,CIPCODE,51.3101,Dietetics/Dietitian,297,0.1
35000,CIPCODE,51.3102,Clinical Nutrition/Nutritionist,69,0.02
35000,CIPCODE,51.3103,Dietetic Technician,46,0.02
35000,CIPCODE,51.3104,Dietitian Assistant,17,0.01
35000,CIPCODE,51.3199,"Dietetics and Clinical Nutrition Services, Other",43,0.01
35000,CIPCODE,51.3201,Bioethics/Medical Ethics,97,0.03
35000,CIPCODE,51.3202,Health Professions Education,23,0.01
35000,CIPCODE,51.3203,Nursing Education,368,0.12
35000,CIPCODE,51.3204,Medical/Health Humanities,35,0.01
35000,CIPCODE,51.3205,History of Medicine,1,0.0
35000,CIPCODE,51.3206,Arts in Medicine/Health,1,0.0
35000,CIPCODE,51.3299,"Health Professions Education, Ethics, and Humanities, Other",5,0.0
35000,CIPCODE,51.33,"Alternative and Complementary Medicine and Medical Systems, General",18,0.01
35000,CIPCODE,51.3301,Acupuncture and Oriental Medicine,82,0.03
35000,CIPCODE,51.3302,Traditional Chinese Medicine and Chinese Herbology,18,0.01
35000,CIPCODE,51.3303,Naturopathic Medicine/Naturopathy,7,0.0
35000,CIPCODE,51.3305,Ayurvedic Medicine/Ayurveda,8,0.0
35000,CIPCODE,51.3306,Holistic/Integrative Health,43,0.01
35000,CIPCODE,51.3399,"Alternative and Complementary Medicine and Medical Systems, Other",15,0.0
35000,CIPCODE,51.3401,Direct Entry Midwifery,8,0.0
35000,CIPCODE,51.3499,"Alternative and Complementary Medical Support Services, Other",6,0.0
35000,CIPCODE,51.3501,Massage Therapy/Therapeutic Massage,557,0.18
35000,CIPCODE,51.3502,Asian Bodywork Therapy,6,0.0
35000,CIPCODE,51.3503,Somatic Bodywork,3,0.0
35000,CIPCODE,51.3599,"Somatic Bodywork and Related Therapeutic Services, Other",3,0.0
35000,CIPCODE,51.3601,Movement Therapy and Movement Education,11,0.0
35000,CIPCODE,51.3602,Yoga Teacher Training/Yoga Therapy,13,0.0
35000,CIPCODE,51.3603,Hypnotherapy/Hypnotherapist,4,0.0
35000,CIPCODE,51.3699,"Movement and Mind-Body Therapies and Education, Other",4,0.0
35000,CIPCODE,51.3701,Aromatherapy,1,0.0
35000,CIPCODE,51.3702,Herbalism/Herbalist,8,0.0
35000,CIPCODE,51.3703,Polarity Therapy,1,0.0
35000,CIPCODE,51.3801,Registered Nursing/Registered Nurse,2983,0.98
35000,CIPCODE,51.3802,Nursing Administration,386,0.13
35000,CIPCODE,51.3803,Adult Health Nurse/Nursing,201,0.07
35000,CIPCODE,51.3804,Nurse Anesthetist,126,0.04
35000,CIPCODE,51.3805,Family Practice Nurse/Nursing,588,0.19
35000,CIPCODE,51.3806,Maternal/Child Health and Neonatal Nurse/Nursing,41,0.01
35000,CIPCODE,51.3807,Nurse Midwife/Nursing Midwifery,46,0.02
35000,CIPCODE,51.3808,Nursing Science,235,0.08
35000,CIPCODE,51.3809,Pediatric Nurse/Nursing,95,0.03
35000,CIPCODE,51.381,Psychiatric/Mental Health Nurse/Nursing,285,0.09
35000,CIPCODE,51.3811,Public Health/Community Nurse/Nursing,47,0.02
35000,CIPCODE,51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing,19,0.01
35000,CIPCODE,51.3813,Clinical Nurse Specialist,61,0.02
35000,CIPCODE,51.3814,Critical Care Nursing,82,0.03
35000,CIPCODE,51.3815,Occupational and Environmental Health Nursing,5,0.0
35000,CIPCODE,51.3816,Emergency Room/Trauma Nursing,21,0.01
35000,CIPCODE,51.3818,Nursing Practice,445,0.15
35000,CIPCODE,51.3819,Palliative Care Nursing,16,0.01
35000,CIPCODE,51.382,Clinical Nurse Leader,57,0.02
35000,CIPCODE,51.3821,Geriatric Nurse/Nursing,99,0.03
35000,CIPCODE,51.3822,Women's Health Nurse/Nursing,33,0.01
35000,CIPCODE,51.3824,Forensic Nursing,9,0.0
35000,CIPCODE,51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other",198,0.07
35000,CIPCODE,51.3901,Licensed Practical/Vocational Nurse Training,1201,0.4
35000,CIPCODE,51.3902,Nursing Assistant/Aide and Patient Care Assistant/Aide,732,0.24
35000,CIPCODE,51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other",109,0.04
35000,CIPCODE,51.9999,"Health Professions and Related Clinical Sciences, Other",383,0.13
35000,CIPCODE,52.0101,"Business/Commerce, General",1488,0.49
35000,CIPCODE,52.0201,"Business Administration and Management, General",5625,1.85
35000,CIPCODE,52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management",93,0.03
35000,CIPCODE,52.0203,"Logistics, Materials, and Supply Chain Management",758,0.25
35000,CIPCODE,52.0204,Office Management and Supervision,495,0.16
35000,CIPCODE,52.0205,Operations Management and Supervision,338,0.11
35000,CIPCODE,52.0206,Non-Profit/Public/Organizational Management,378,0.12
35000,CIPCODE,52.0207,Customer Service Management,55,0.02
35000,CIPCODE,52.0208,E-Commerce/Electronic Commerce,94,0.03
35000,CIPCODE,52.0209,Transportation/Mobility Management,73,0.02
35000,CIPCODE,52.021,Research and Development Management,42,0.01
35000,CIPCODE,52.0211,Project Management,310,0.1
35000,CIPCODE,52.0212,Retail Management,170,0.06
35000,CIPCODE,52.0213,Organizational Leadership,932,0.31
35000,CIPCODE,52.0215,Risk Management,22,0.01
35000,CIPCODE,52.0216,Science/Technology Management,32,0.01
35000,CIPCODE,52.0299,"Business Administration, Management and Operations, Other",612,0.2
35000,CIPCODE,52.0301,Accounting,2870,0.95
35000,CIPCODE,52.0302,Accounting Technology/Technician and Bookkeeping,1371,0.45
35000,CIPCODE,52.0303,Auditing,33,0.01
35000,CIPCODE,52.0304,Accounting and Finance,282,0.09
35000,CIPCODE,52.0305,Accounting and Business/Management,168,0.06
35000,CIPCODE,52.0399,"Accounting and Related Services, Other",103,0.03
35000,CIPCODE,52.0401,"Administrative Assistant and Secretarial Science, General",1188,0.39
35000,CIPCODE,52.0402,Executive Assistant/Executive Secretary,195,0.06
35000,CIPCODE,52.0406,Receptionist,21,0.01
35000,CIPCODE,52.0407,Business/Office Automation/Technology/Data Entry,256,0.08
35000,CIPCODE,52.0408,General Office Occupations and Clerical Services,250,0.08
35000,CIPCODE,52.0409,"Parts, Warehousing, and Inventory Management Operations",22,0.01
35000,CIPCODE,52.041,"Traffic, Customs, and Transportation Clerk/Technician",5,0.0
35000,CIPCODE,52.0411,Customer Service Support/Call Center/Teleservice Operation,79,0.03
35000,CIPCODE,52.0499,"Business Operations Support and Secretarial Services, Other",68,0.02
35000,CIPCODE,52.0501,"Business/Corporate Communications, General",93,0.03
35000,CIPCODE,52.0502,Grantsmanship,2,0.0
35000,CIPCODE,52.0599,"Business/Corporate Communications, Other",2,0.0
35000,CIPCODE,52.0601,Business/Managerial Economics,384,0.13
35000,CIPCODE,52.0701,Entrepreneurship/Entrepreneurial Studies,995,0.33
35000,CIPCODE,52.0702,Franchising and Franchise Operations,5,0.0
35000,CIPCODE,52.0703,Small Business Administration/Management,359,0.12
35000,CIPCODE,52.0704,Social Entrepreneurship,17,0.01
35000,CIPCODE,52.0799,"Entrepreneurial and Small Business Operations, Other",77,0.03
35000,CIPCODE,52.0801,"Finance, General",1486,0.49
35000,CIPCODE,52.0803,Banking and Financial Support Services,193,0.06
35000,CIPCODE,52.0804,Financial Planning and Services,162,0.05
35000,CIPCODE,52.0806,International Finance,11,0.0
35000,CIPCODE,52.0807,Investments and Securities,37,0.01
35000,CIPCODE,52.0808,Public Finance,8,0.0
35000,CIPCODE,52.0809,Credit Management,4,0.0
35000,CIPCODE,52.081,Financial Risk Management,4,0.0
35000,CIPCODE,52.0899,"Finance and Financial Management Services, Other",71,0.02
35000,CIPCODE,52.0901,"Hospitality Administration/Management, General",753,0.25
35000,CIPCODE,52.0903,Tourism and Travel Services Management,109,0.04
35000,CIPCODE,52.0904,Hotel/Motel Administration/Management,213,0.07
35000,CIPCODE,52.0905,Restaurant/Food Services Management,118,0.04
35000,CIPCODE,52.0906,Resort Management,28,0.01
35000,CIPCODE,52.0907,Meeting and Event Planning,95,0.03
35000,CIPCODE,52.0908,Casino Management,15,0.0
35000,CIPCODE,52.0909,"Hotel, Motel, and Restaurant Management",82,0.03
35000,CIPCODE,52.091,Brewery/Brewpub Operations/Management,5,0.0
35000,CIPCODE,52.0999,"Hospitality Administration/Management, Other",68,0.02
35000,CIPCODE,52.1001,"Human Resources Management/Personnel Administration, General",1036,0.34
35000,CIPCODE,52.1002,Labor and Industrial Relations,66,0.02
35000,CIPCODE,52.1003,Organizational Behavior Studies,236,0.08
35000,CIPCODE,52.1004,Labor Studies,31,0.01
35000,CIPCODE,52.1005,Human Resources Development,134,0.04
35000,CIPCODE,52.1006,Executive/Career Coaching,12,0.0
35000,CIPCODE,52.1099,"Human Resources Management and Services, Other",72,0.02
35000,CIPCODE,52.1101,International Business/Trade/Commerce,855,0.28
35000,CIPCODE,52.1201,"Management Information Systems, General",715,0.24
35000,CIPCODE,52.1206,Information Resources Management,76,0.03
35000,CIPCODE,52.1207,Knowledge Management,37,0.01
35000,CIPCODE,52.1299,"Management Information Systems and Services, Other",78,0.03
35000,CIPCODE,52.1301,Management Science,657,0.22
35000,CIPCODE,52.1302,Business Statistics,200,0.07
35000,CIPCODE,52.1304,Actuarial Science,204,0.07
35000,CIPCODE,52.1399,"Management Sciences and Quantitative Methods, Other",323,0.11
35000,CIPCODE,52.1401,"Marketing/Marketing Management, General",1866,0.62
35000,CIPCODE,52.1402,Marketing Research,47,0.02
35000,CIPCODE,52.1403,International Marketing,24,0.01
35000,CIPCODE,52.1404,Digital Marketing,121,0.04
35000,CIPCODE,52.1499,"Marketing, Other",160,0.05
35000,CIPCODE,52.1501,Real Estate,429,0.14
35000,CIPCODE,52.1601,Taxation,154,0.05
35000,CIPCODE,52.1701,Insurance,165,0.05
35000,CIPCODE,52.1801,"Sales, Distribution, and Marketing Operations, General",289,0.1
35000,CIPCODE,52.1802,Merchandising and Buying Operations,7,0.0
35000,CIPCODE,52.1803,Retailing and Retail Operations,88,0.03
35000,CIPCODE,52.1804,Selling Skills and Sales Operations,155,0.05
35000,CIPCODE,52.1899,"General Merchandising, Sales, and Related Marketing Operations, Other",29,0.01
35000,CIPCODE,52.1901,Auctioneering,1,0.0
35000,CIPCODE,52.1902,Fashion Merchandising,146,0.05
35000,CIPCODE,52.1904,Apparel and Accessories Marketing Operations,15,0.0
35000,CIPCODE,52.1905,Tourism and Travel Services Marketing Operations,50,0.02
35000,CIPCODE,52.1906,Tourism Promotion Operations,9,0.0
35000,CIPCODE,52.1907,Vehicle and Vehicle Parts and Accessories Marketing Operations,13,0.0
35000,CIPCODE,52.1908,Business and Personal/Financial Services Marketing Operations,11,0.0
35000,CIPCODE,52.1909,Special Products Marketing Operations,22,0.01
35000,CIPCODE,52.191,Hospitality and Recreation Marketing Operations,14,0.0
35000,CIPCODE,52.1999,"Specialized Merchandising, Sales, and Marketing Operations, Other",22,0.01
35000,CIPCODE,52.2001,"Construction Management, General",271,0.09
35000,CIPCODE,52.2002,Construction Project Management,1,0.0
35000,CIPCODE,52.2101,Telecommunications Management,20,0.01
35000,CIPCODE,52.9999,"Business, Management, Marketing, and Related Support Services, Other",284,0.09
35000,CIPCODE,54.0101,"History, General",2626,0.87
35000,CIPCODE,54.0102,American  History (United States),30,0.01
35000,CIPCODE,54.0103,European History,19,0.01
